pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,47,3,11,z,1,0.6741685910001252,None,11,3,47,3,,,,,148.0028959820006,,147.99203405900016,148.0028959820006,148.9918570470004,148.9918570470004,148.9918570470004,148.9918570470004,149.0060962450002,149.99688063999974,149.99688063999974,150.685471237,z,1,0.6741685910001252,None,,,,,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,0,0,0,v,1,2.048971580000398,None,,,,,0,0,0,1,150.70660230600015,,150.69559429399987,150.70660230600015,151.68967917600048,151.68967917600048,151.68967917600048,151.68967917600048,151.70262290900018,152.68587668700047,152.68587668700047,154.74124684400022,,,,,v,1,2.048971580000398,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,1,1,0,x,1,0.7656979989997126,None,,,,,0,1,1,0,154.7527292260006,,154.74173416999975,154.7527292260006,155.73832883400019,155.73832883400019,155.73832883400019,155.73832883400019,155.75165248300027,156.74980654100045,156.74980654100045,157.52090671999986,,,,,x,1,0.7656979989997126,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,2,2,1,v,1,5.346271286999581,None,,,,,1,2,2,1,157.53204460500046,,157.52131891399995,157.53204460500046,158.5234567550001,158.5234567550001,158.5234567550001,158.5234567550001,158.53645408500006,159.52591780100056,159.52591780100056,164.8836814250003,,,,,v,1,5.346271286999581,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,3,3,0,c,1,8.334743225999773,None,,,,,0,3,3,2,164.89616938500012,,164.88407377800058,164.89616938500012,165.88637558500022,165.88637558500022,165.88637558500022,165.88637558500022,165.90035397700058,166.8895007699998,166.8895007699998,175.2418425310002,,,,,c,1,8.334743225999773,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,4,4,1,x,1,2.287003931000072,None,,,,,1,4,4,0,175.2531950280004,,175.24234798299995,175.2531950280004,176.24341477000007,176.24341477000007,176.24341477000007,176.24341477000007,176.2573059600004,177.248215524,177.248215524,179.54371489899995,,,,,x,1,2.287003931000072,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,5,5,0,z,1,1.6464227989999927,None,,,,,0,5,5,3,179.55527439299976,,179.54419311300035,179.55527439299976,180.55260181200038,180.55260181200038,180.55260181200038,180.55260181200038,180.55260181200038,181.5439054680005,181.5439054680005,183.19967273400061,,,,,z,1,1.6464227989999927,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,6,6,1,z,1,3.2928636939996068,None,,,,,1,6,6,3,183.21084429200027,,183.20008890800045,183.21084429200027,184.2019762599998,184.2019762599998,184.2019762599998,184.2019762599998,184.21549774799996,185.19681454200008,185.19681454200008,188.50106653400007,,,,,z,1,3.2928636939996068,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,7,7,1,c,1,2.311679183000706,None,,,,,1,7,7,2,188.51710618400057,,188.501438668,188.51710618400057,189.50140442800011,189.50140442800011,189.50140442800011,189.50140442800011,189.5148622669999,190.49892243500062,190.49892243500062,192.82720282000037,,,,,c,1,2.311679183000706,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,8,8,2,c,1,0.8006144959999801,None,,,,,2,8,8,2,192.8398459590003,,192.82757702800018,192.8398459590003,193.8266963330002,193.8266963330002,193.8266963330002,193.8266963330002,193.84072233000052,194.83206982900037,194.83206982900037,195.635467523,,,,,c,1,0.8006144959999801,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,9,9,2,v,1,2.258830769999804,None,,,,,2,9,9,1,195.64672940599985,,195.63593684499983,195.64672940599985,196.64242474699995,196.64242474699995,196.64242474699995,196.64242474699995,196.65706924899996,197.6438809590004,197.6438809590004,199.91057900199985,,,,,v,1,2.258830769999804,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,10,10,3,v,1,2.261443067000073,None,,,,,3,10,10,1,199.92300815200042,,199.91095692099998,199.92300815200042,200.91132760899973,200.91132760899973,200.91132760899973,200.91132760899973,200.92519528799994,201.90849469100021,201.90849469100021,204.1752791009999,,,,,v,1,2.261443067000073,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,11,11,3,c,1,0.7136927629999263,None,,,,,3,11,11,2,204.187144901,,204.1757752160006,204.187144901,205.1739572020001,205.1739572020001,205.1739572020001,205.1739572020001,205.1879815289999,206.17716353900005,206.17716353900005,206.89684219499986,,,,,c,1,0.7136927629999263,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,12,12,2,z,1,0.7880487950005772,None,,,,,2,12,12,3,206.90844912200055,,206.89751821300024,206.90844912200055,207.8955078290005,207.8955078290005,207.8955078290005,207.8955078290005,207.90929834400004,208.8957090580002,208.8957090580002,209.69893825500048,,,,,z,1,0.7880487950005772,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,13,13,4,v,1,0.8156760620004206,None,,,,,4,13,13,1,209.71155998899985,,209.6994922959998,209.71155998899985,210.70375544700028,210.70375544700028,210.70375544700028,210.70375544700028,210.71670663800023,211.6990199830002,211.6990199830002,212.51900074000014,,,,,v,1,0.8156760620004206,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,14,14,3,z,1,0.7379260620000423,None,,,,,3,14,14,3,212.5306643050003,,212.51944707699977,212.5306643050003,213.52272157300058,213.52272157300058,213.52272157300058,213.52272157300058,213.53545207900015,214.5310763399998,214.5310763399998,215.2846220160004,,,,,z,1,0.7379260620000423,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,15,15,2,x,1,0.7951446079996458,None,,,,,2,15,15,0,215.2955777379998,,215.28499704399974,215.2955777379998,216.29168441000047,216.29168441000047,216.29168441000047,216.29168441000047,216.30605022999998,217.2891457010005,217.2891457010005,218.0881324120005,,,,,x,1,0.7951446079996458,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,16,16,4,c,1,0.8784426849997544,None,,,,,4,16,16,2,218.09902316000034,,218.08852431900004,218.09902316000034,219.09268302300052,219.09268302300052,219.09268302300052,219.09268302300052,219.10645875199998,220.09055072100045,220.09055072100045,220.97997411999995,,,,,c,1,0.8784426849997544,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,17,17,5,v,1,0.8923742470005891,None,,,,,5,17,17,1,220.99181464999992,,220.9808001010001,220.99181464999992,221.98802723000017,221.98802723000017,221.98802723000017,221.98802723000017,222.00126721100014,222.98428833299977,222.98428833299977,223.88236520700002,,,,,v,1,0.8923742470005891,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,18,18,5,c,1,0.9602056949997859,None,,,,,5,18,18,2,223.89326705899975,,223.88286334699978,223.89326705899975,224.88402670799996,224.88402670799996,224.88402670799996,224.88402670799996,224.8974337499999,225.8896127820003,225.8896127820003,226.85445320400004,,,,,c,1,0.9602056949997859,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,19,19,3,x,1,0.6907827850000103,None,,,,,3,19,19,0,226.86570653199988,,226.85483601199985,226.86570653199988,227.85860527100021,227.85860527100021,227.85860527100021,227.85860527100021,227.87430409099989,228.86520023500043,228.86520023500043,229.57009975699975,,,,,x,1,0.6907827850000103,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,20,20,4,z,1,0.8391666659999828,None,,,,,4,20,20,3,229.58635626299974,,229.57065996899973,229.58635626299974,230.57330320899973,230.57330320899973,230.57330320899973,230.57330320899973,230.58704112500027,231.56962613899987,231.56962613899987,232.42018056500046,,,,,z,1,0.8391666659999828,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,21,21,4,x,1,0.661829048999607,None,,,,,4,21,21,0,232.43303602900005,,232.42074992000062,232.43303602900005,233.42012832800037,233.42012832800037,233.42012832800037,233.42012832800037,233.43372355300062,234.4222754819998,234.4222754819998,235.08708102900027,,,,,x,1,0.661829048999607,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,22,22,6,v,1,0.919613684000069,None,,,,,6,22,22,1,235.09951011099974,,235.0876968280004,235.09951011099974,236.0942364970001,236.0942364970001,236.0942364970001,236.0942364970001,236.1121736760001,237.0920251829998,237.0920251829998,238.0184484940005,,,,,v,1,0.919613684000069,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,23,23,5,z,1,0.6728851199995916,None,,,,,5,23,23,3,238.02942386800032,,238.0188627880002,238.02942386800032,239.0177706870004,239.0177706870004,239.0177706870004,239.0177706870004,239.03175240800056,240.0326202830006,240.0326202830006,240.71055437800032,,,,,z,1,0.6728851199995916,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,24,24,6,c,1,1.5096402849994774,None,,,,,6,24,24,2,240.7229043680004,,240.71108266400051,240.7229043680004,241.70811885600006,241.70811885600006,241.70811885600006,241.70811885600006,241.72236203700004,242.71705668000004,242.71705668000004,244.2458462310001,,,,,c,1,1.5096402849994774,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,25,25,7,v,1,0.8843079500002204,None,,,,,7,25,25,1,244.267939846,,244.24650617399993,244.267939846,245.2553515020004,245.2553515020004,245.2553515020004,245.2553515020004,245.26769449700032,246.25043549200063,246.25043549200063,247.14187802200058,,,,,v,1,0.8843079500002204,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,26,26,5,x,1,0.9366318599995793,None,,,,,5,26,26,0,247.15310613300016,,247.142271489,247.15310613300016,248.1473568890001,248.1473568890001,248.1473568890001,248.1473568890001,248.1609345259999,249.15139618000057,249.15139618000057,250.09343534000027,,,,,x,1,0.9366318599995793,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,27,27,7,v,0,0.7057174279998435,None,,,,,7,27,27,2,250.10501317100034,,250.09382521399993,250.10501317100034,251.0945290700006,251.0945290700006,251.0945290700006,251.0945290700006,251.10938878499974,252.0928074489998,252.0928074489998,252.8099977730003,,,,,v,0,0.7057174279998435,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,28,28,6,x,1,0.6286151800004518,None,,,,,6,28,28,0,252.82222059100013,,252.81036732799976,252.82222059100013,253.83064920700008,253.83064920700008,253.83064920700008,253.83064920700008,253.83064920700008,254.8097909640005,254.8097909640005,255.4489017890005,,,,,x,1,0.6286151800004518,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,29,29,8,c,1,0.7735856959998273,None,,,,,8,29,29,2,255.45953483400035,,255.44927733099985,255.45953483400035,256.46380103599995,256.46380103599995,256.46380103599995,256.46380103599995,256.4814652280006,257.4568789959999,257.4568789959999,258.2341436520005,,,,,c,1,0.7735856959998273,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,30,30,8,v,1,0.8454850469997837,None,,,,,8,30,30,1,258.2457720369998,,258.2346090920005,258.2457720369998,259.2404115730001,259.2404115730001,259.2404115730001,259.2404115730001,259.2548179600003,260.2402289050001,260.2402289050001,261.09278451599994,,,,,v,1,0.8454850469997837,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,31,31,6,z,1,1.6617024500001207,None,,,,,6,31,31,3,261.10465444900046,,261.0931847659999,261.10465444900046,262.0991737670006,262.0991737670006,262.0991737670006,262.0991737670006,262.1122361590001,263.1038572090006,263.1038572090006,264.7775093290006,,,,,z,1,1.6617024500001207,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,32,32,7,x,1,0.7313614519998737,None,,,,,7,32,32,0,264.7897492570005,,264.7778916990005,264.7897492570005,265.7788754730004,265.7788754730004,265.7788754730004,265.7788754730004,265.7931517870006,266.78486312799987,266.78486312799987,267.52028684400057,,,,,x,1,0.7313614519998737,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,33,33,9,c,1,1.532565927000178,None,,,,,9,33,33,2,267.53167813900063,,267.5207822180005,267.53167813900063,268.5158114380006,268.5158114380006,268.5158114380006,268.5158114380006,268.52960813300024,269.52726616100017,269.52726616100017,271.0661474530002,,,,,c,1,1.532565927000178,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,34,34,8,x,1,0.907956803000161,None,,,,,8,34,34,0,271.0772875940006,,271.06652956900007,271.0772875940006,272.06467058499993,272.06467058499993,272.06467058499993,272.06467058499993,272.07838631799996,273.0752973620006,273.0752973620006,273.9858510910003,,,,,x,1,0.907956803000161,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,35,35,7,z,1,3.7402821480000057,None,,,,,7,35,35,3,273.9977965379999,,273.98634899000035,273.9977965379999,274.9940096129999,274.9940096129999,274.9940096129999,274.9940096129999,274.9940096129999,275.99460453799975,275.99460453799975,279.7418477719998,,,,,z,1,3.7402821480000057,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,36,36,10,c,1,0.9071340369991958,None,,,,,10,36,36,2,279.7535986070002,,279.7423869440004,279.7535986070002,280.74132236000014,280.74132236000014,280.74132236000014,280.74132236000014,280.75557830000025,281.74789640800054,281.74789640800054,282.6602138439998,,,,,c,1,0.9071340369991958,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,37,37,9,v,1,0.6972657639998943,None,,,,,9,37,37,1,282.6732392830004,,282.6608033289999,282.6732392830004,283.6635144020006,283.6635144020006,283.6635144020006,283.6635144020006,283.67828950300054,284.6669872560001,284.6669872560001,285.3693031050002,,,,,v,1,0.6972657639998943,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,38,38,10,v,1,12.039432657000361,None,,,,,10,38,38,1,285.38079303400036,,285.3697166950001,285.38079303400036,286.3665205990005,286.3665205990005,286.3665205990005,286.3665205990005,286.38004299700015,287.37483061800003,287.37483061800003,299.4198096690002,,,,,v,1,12.039432657000361,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,39,39,9,x,1,1.2327403839999533,None,,,,,9,39,39,0,299.4313026300001,,299.4202817420005,299.4313026300001,300.42732610400026,300.42732610400026,300.42732610400026,300.42732610400026,300.4418105609998,301.4249556870004,301.4249556870004,302.66851208399976,,,,,x,1,1.2327403839999533,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,40,40,8,z,1,0.9281209049995596,None,,,,,8,40,40,3,302.6798863230001,,302.66888500100004,302.6798863230001,303.6726182160005,303.6726182160005,303.6726182160005,303.6726182160005,303.6866596270006,304.67041888999984,304.67041888999984,305.60564167300026,,,,,z,1,0.9281209049995596,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,41,41,9,z,1,0.8081932269997196,None,,,,,9,41,41,3,305.61682125000016,,305.6060153980002,305.61682125000016,306.612066874,306.612066874,306.612066874,306.612066874,306.6258507810003,307.60706015799997,307.60706015799997,308.43525944300063,,,,,z,1,0.8081932269997196,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,42,42,10,x,1,2.286451842000133,None,,,,,10,42,42,0,308.44507632700015,,308.4357419009998,308.44507632700015,309.44110604299976,309.44110604299976,309.44110604299976,309.44110604299976,309.4588677480001,310.43963574300005,310.43963574300005,312.73578589,,,,,x,1,2.286451842000133,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,43,43,10,z,1,0.7273622849997992,None,,,,,10,43,43,3,312.7470375580001,,312.7361856450002,312.7470375580001,313.7442157830005,313.7442157830005,313.7442157830005,313.7442157830005,313.7442157830005,314.73595542500016,314.73595542500016,315.46626464500014,,,,,z,1,0.7273622849997992,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-50,x,44,44,11,x,1,2.0201855979994434,None,,,,,11,44,44,0,315.4781270340004,,315.4666457500002,315.4781270340004,316.466390866,316.466390866,316.466390866,316.466390866,316.4799695810002,317.46341983400043,317.46341983400043,319.48996617200055,,,,,x,1,2.0201855979994434,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
150,v,45,45,11,v,1,0.8550364899992928,None,,,,,11,45,45,1,319.5013564400001,,319.49035318100005,319.5013564400001,320.49359349700035,320.49359349700035,320.49359349700035,320.49359349700035,320.5076519750005,321.48792125800037,321.48792125800037,322.3491711880001,,,,,v,1,0.8550364899992928,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
-150,z,46,46,11,z,1,0.7972053929997855,None,,,,,11,46,46,3,322.3600512380003,,322.34954541100024,322.3600512380003,323.36300004800023,323.36300004800023,323.36300004800023,323.36300004800023,323.37959835100037,324.35424444499995,324.35424444499995,325.16144194399976,,,,,z,1,0.7972053929997855,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
50,c,47,47,11,c,1,1.7556315530000575,None,,,,,11,47,47,2,325.17363242200054,,325.16191898199986,325.17363242200054,326.1619590310006,326.1619590310006,326.1619590310006,326.1619590310006,326.1756189540006,327.16039400599993,327.16039400599993,328.92139133699993,,,,,c,1,1.7556315530000575,None,956527,001,2024-10-17_22h47.21.728,motor sequence learning,2024.2.1,None,2024-10-17 22h47.32.257435 +0530,
