trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0.047172099992167205,,0.004572399950120598,10,0.047172099992167205,0.047172099992167205,0.029824999975971878,4.849979499995243,[0.23375],[0.07875],[1],[0],[0],[4.819704100023955],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
1,0,1,0,4.881178899959195,,4.853660799970385,10,4.881178899959195,4.881178899959195,0.020149400050286204,6.84175929997582,[-0.331875],[-0.19875],[1],[0],[0],[1.9679714000085369],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
2,0,2,0,6.8598003999795765,,6.8439763999776915,5,6.8598003999795765,6.8598003999795765,0.010486199986189604,8.731839399959426,[0.405625],[-0.119375],[1],[0],[0],[1.8774492999655195],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
3,0,3,0,8.760920399974566,,8.7339850999997,10,8.760920399974566,8.760920399974566,0.019432899949606508,11.514919799985364,[-0.00625],[0.021875],[1],[0],[0],[2.7615238999715075],[],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
4,0,4,0,11.544837599969469,,11.517225199961103,10,11.544837599969469,11.544837599969469,0.02027710003312677,13.18213279999327,[0.27125],[-0.37625],[1],[0],[0],[1.644764800032135],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
5,0,5,0,13.21257879998302,,13.184449699998368,10,13.21257879998302,13.21257879998302,0.020186399982776493,14.814636899973266,[-0.24375],[-0.024375],[1],[0],[0],[1.6099678999744356],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
6,0,6,0,14.834791799949016,,14.81737649999559,5,14.834791799949016,14.834791799949016,0.012167599983513355,16.43097190000117,[-0.501875],[0.390625],[1],[0],[0],[1.60154160001548],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
7,0,7,0,16.46126859996002,,16.433177299972158,10,16.46126859996002,16.46126859996002,0.019926799985114485,17.980459599988535,[-0.031875],[0.044375],[1],[0],[0],[1.5273649000446312],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
8,0,8,0,18.010360699961893,,17.98262539994903,10,18.010360699961893,18.010360699961893,0.020308699982706457,19.615439699962735,[-0.09125],[0.250625],[1],[0],[0],[1.6125783000024967],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
9,0,9,0,19.64625079999678,,19.617794599966146,10,19.64625079999678,19.64625079999678,0.020082300005014986,21.881967999972403,[0.3525],[-0.30875],[1],[0],[0],[2.244139200018253],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
10,0,10,0,21.91203789995052,,21.88417119998485,10,21.91203789995052,21.91203789995052,0.019837999949231744,24.230244799982756,[-0.155625],[0.235625],[1],[0],[0],[2.326296299987007],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
11,0,11,0,24.2598597999895,,24.232470599992666,10,24.2598597999895,24.2598597999895,0.019945700012613088,25.714135099959094,[0.110625],[0.410625],[1],[0],[0],[1.4617735000210814],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
12,0,12,0,25.744195499981288,,25.716357600002084,10,25.744195499981288,25.744195499981288,0.01979450002545491,27.914431099954527,[-0.4425],[0.0225],[1],[0],[0],[2.1783394999802113],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
13,0,13,0,27.93258500000229,,27.916663699958008,5,27.93258500000229,27.93258500000229,0.01093129999935627,29.947935799951665,[-0.200625],[-0.41],[1],[0],[0],[2.0203851999831386],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
14,0,14,0,29.967411099991295,,29.95060649997322,5,29.967411099991295,29.967411099991295,0.011814099969342351,31.730855699977838,[0.325],[-0.449375],[1],[0],[0],[1.768642799986992],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
15,0,15,0,31.760901300003752,,31.73303709999891,10,31.760901300003752,31.760901300003752,0.019909400027245283,33.86321979999775,[-0.435],[0.19875],[1],[0],[0],[2.110385400010273],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
16,0,16,0,33.88105629995698,,33.865376799949445,5,33.88105629995698,33.88105629995698,0.010314099956303835,35.797625199949834,[-0.46625],[-0.32],[1],[0],[0],[1.9219269999885],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
17,0,17,0,35.827623799967114,,35.79985899996245,10,35.827623799967114,35.827623799967114,0.019765700038988143,37.38076249998994,[-0.330625],[0.0575],[1],[0],[0],[1.5612460999982432],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
18,0,18,0,37.39887109998381,,37.38291629997548,5,37.39887109998381,37.39887109998381,0.010226799990050495,39.28104049997637,[0.4],[0.434375],[1],[0],[0],[1.8878879999974743],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
19,0,19,0,39.32196269999258,,39.2835862999782,10,39.32196269999258,39.32196269999258,0.03041900001699105,42.01368969999021,[-0.24875],[-0.30375],[1],[0],[0],[2.6998429999803193],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
20,0,20,0,42.042333299992606,,42.015815899998415,10,42.042333299992606,42.042333299992606,0.019078299985267222,43.73037069995189,[-0.12],[-0.19],[1],[0],[0],[1.6954853999777697],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
21,0,21,0,43.76030329999048,,43.73260599997593,10,43.76030329999048,43.76030329999048,0.019176699977833778,45.46523549995618,[0.24],[-0.0275],[1],[0],[0],[1.7133088000118732],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
22,0,22,0,45.484156099963,,45.46741679997649,5,45.484156099963,45.484156099963,0.010289500001817942,47.09781429998111,[-0.161875],[-0.223125],[1],[0],[0],[1.6203049000469036],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
23,0,23,0,47.1167574999854,,47.09994749998441,5,47.1167574999854,47.1167574999854,0.010075199999846518,48.996983899967745,[-0.34125],[-0.456875],[1],[0],[0],[1.8868361000204459],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
24,0,24,0,49.02940859994851,,48.99993449996691,10,49.02940859994851,49.02940859994851,0.020953300001565367,51.23014579998562,[0.431875],[-0.253125],[1],[0],[0],[2.2094336000154726],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
25,0,25,0,51.264455099997576,,51.233000899956096,10,51.264455099997576,51.264455099997576,0.01984190003713593,53.33049579994986,[-0.154375],[0.416875],[1],[0],[0],[2.077802999992855],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
26,0,26,0,53.352046499960124,,53.332706499961205,5,53.352046499960124,53.352046499960124,0.010353699966799468,55.64686189999338,[-0.050625],[-0.41],[1],[0],[0],[2.303815899998881],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
27,0,27,0,55.68153469997924,,55.64943359995959,10,55.68153469997924,55.68153469997924,0.02014410000992939,57.847680099948775,[0.446875],[-0.3325],[1],[0],[0],[2.17834079999011],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
28,0,28,0,57.86813149997033,,57.8501143999747,5,57.86813149997033,57.86813149997033,0.01028390001738444,60.32980419998057,[-0.23875],[0.19875],[1],[0],[0],[2.469514299998991],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
29,0,29,0,60.363061899959575,,60.33247089997167,10,60.363061899959575,60.363061899959575,0.021413799957372248,62.57994329999201,[-0.415625],[-0.158125],[1],[0],[0],[2.226213399961125],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
30,0,30,0,62.611059099959675,,62.582317399966996,10,62.611059099959675,62.611059099959675,0.020085200027097017,64.26343839999754,[-0.381875],[0.293125],[1],[0],[0],[1.6611286000115797],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
31,0,31,0,64.29248589999042,,64.26579659996787,10,64.29248589999042,64.29248589999042,0.018834399990737438,66.24643849994754,[0.243125],[-0.355625],[1],[0],[0],[1.961883400043007],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
32,0,32,0,66.26435559999663,,66.24862349999603,5,66.26435559999663,66.26435559999663,0.009968600003048778,67.69632589997491,[0.054375],[-0.224375],[1],[0],[0],[1.437710399972275],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
33,0,33,0,67.71580419997917,,67.69990029995097,5,67.71580419997917,67.71580419997917,0.010355700040236115,69.4635223999503,[-0.280625],[-0.40875],[1],[0],[0],[1.7536158000002615],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
34,0,34,0,69.48190549999708,,69.46570439997595,5,69.48190549999708,69.48190549999708,0.009855900018010288,71.51343559997622,[0.1975],[0.10875],[1],[0],[0],[2.037944200041238],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
35,0,35,0,71.53224949998548,,71.51592979999259,5,71.53224949998548,71.53224949998548,0.010505499958526343,73.16454420000082,[-0.345],[0.24625],[1],[0],[0],[1.6382821999723092],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
36,0,36,0,73.1855887999991,,73.16764319996582,5,73.1855887999991,73.1855887999991,0.010474800015799701,74.81369239999913,[-0.0325],[-0.06375],[1],[0],[0],[1.6356626000488177],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
37,0,37,0,74.84596329997294,,74.81662269996013,10,74.84596329997294,74.84596329997294,0.019761200004722923,76.56267449998995,[-0.065625],[0.12625],[1],[0],[0],[1.726283300027717],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
38,0,38,0,76.59985609998694,,76.56523119995836,10,76.59985609998694,76.59985609998694,0.02261250000447035,78.54585389996646,[0.034375],[-0.015],[1],[0],[0],[1.9581535000470467],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
39,0,39,0,78.56515019998187,,78.54798499995377,5,78.56515019998187,78.56515019998187,0.009931899956427515,80.54675679997308,[-0.485625],[0.354375],[1],[0],[0],[1.9886198000167497],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
40,0,40,0,80.56643629999598,,80.55038339999737,5,80.56643629999598,80.56643629999598,0.010151299997232854,82.89566569996532,[0.22875],[-0.28],[1],[0],[0],[2.335424300050363],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
41,0,41,0,82.91570039995713,,82.89810179994674,5,82.91570039995713,82.91570039995713,0.011623999977018684,84.86274689994752,[-0.42],[0.416875],[1],[0],[0],[1.9530287000234239],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
42,0,42,0,84.89371899998514,,84.86546159995487,10,84.89371899998514,84.89371899998514,0.019391000038012862,87.38043459999608,[0.39625],[-0.353125],[1],[0],[0],[2.4957018999848515],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
43,0,43,0,87.41076419997262,,87.38271569996141,10,87.41076419997262,87.41076419997262,0.019229299970902503,89.26294719998259,[-0.1775],[0.12375],[1],[0],[0],[1.8611296000308357],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
44,0,44,0,89.29258939996362,,89.2650570999831,10,89.29258939996362,89.29258939996362,0.018825999984983355,90.89676769997459,[-0.43875],[0.315],[1],[0],[0],[1.6129052999895066],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
45,0,45,0,90.9275318,,90.89908669999568,10,90.9275318,90.9275318,0.019312400021590292,92.69569079997018,[0.34],[0.255],[1],[0],[0],[1.777364799985662],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
46,0,46,0,92.72593349998351,,92.69797869998729,10,92.72593349998351,92.72593349998351,0.019082400016486645,94.67905219999375,[-0.100625],[-0.10875],[1],[0],[0],[1.9619716999586672],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
47,0,47,0,94.6978500999976,,94.68171039997833,5,94.6978500999976,94.6978500999976,0.009877000004053116,97.14547529997071,[0.345625],[0.483125],[1],[0],[0],[2.454018599994015],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
48,0,48,0,97.17567019996932,,97.1475753999548,10,97.17567019996932,97.17567019996932,0.01898059999803081,98.34613189997617,[0.083125],[-0.125625],[1],[0],[0],[1.179524399980437],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
49,0,49,0,98.37643769994611,,98.3487027999945,10,98.37643769994611,98.37643769994611,0.019127200008369982,100.17921380000189,[0.321875],[-0.175],[1],[0],[0],[1.8115490999771282],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
50,0,50,0,100.210208399978,,100.18146479997085,10,100.210208399978,100.210208399978,0.020224800042342395,101.86340509995352,[0.2075],[-0.08125],[1],[0],[0],[1.6617954999674112],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
51,0,51,0,101.88170559995342,,101.86552159994608,5,101.88170559995342,101.88170559995342,0.009862400009296834,103.3289867999847,[0.365625],[-0.195625],[1],[0],[0],[1.453542799979914],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
52,0,52,0,103.34807099995669,,103.33195429999614,5,103.34807099995669,103.34807099995669,0.010489300009794533,105.47908719995758,[0.126875],[0.238125],[1],[0],[0],[2.136833500000648],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
53,0,53,0,105.49731769994833,,105.481203000003,5,105.49731769994833,105.49731769994833,0.010256699984893203,107.31183699995745,[0.426875],[-0.269375],[1],[0],[0],[1.8204513000091538],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
54,0,54,0,107.34176290000323,,107.31404939998174,10,107.34176290000323,107.34176290000323,0.019345000036992133,109.64570669998648,[-0.368125],[0.480625],[1],[0],[0],[2.3123972000321373],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
55,0,55,0,109.67865479999455,,109.64815109997289,10,109.67865479999455,109.67865479999455,0.021461299969814718,111.87925949995406,[0.475],[0.249375],[1],[0],[0],[2.2098379000090063],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
56,0,56,0,111.90969989995938,,111.88136979995761,10,111.90969989995938,111.90969989995938,0.01933919999282807,113.74513329996262,[0.255],[-0.263125],[1],[0],[0],[1.8443809000309557],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
57,0,57,0,113.77511639997829,,113.74736449995544,10,113.77511639997829,113.77511639997829,0.019465799967292696,115.41224369994598,[0.49375],[-0.215],[1],[0],[0],[1.6455378000391647],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
58,0,58,0,115.44269169995096,,115.41438009997364,10,115.44269169995096,115.44269169995096,0.019528499979060143,116.62844209995819,[0.304375],[0.15625],[1],[0],[0],[1.1945975000271574],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
59,0,59,0,116.65820109995548,,116.63059619994601,10,116.65820109995548,116.65820109995548,0.019283899979200214,118.29642899997998,[-0.176875],[0.04875],[1],[0],[0],[1.6465956999454647],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
60,0,60,0,118.32726829999592,,118.29862719995435,10,118.32726829999592,118.32726829999592,0.01968169998144731,120.51171709998744,[0.28625],[0.450625],[1],[0],[0],[2.1934710000059567],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
61,0,61,0,120.5308305999497,,120.5139592999476,5,120.5308305999497,120.5308305999497,0.01026160002220422,122.42850129998988,[0.403125],[-0.4175],[1],[0],[0],[1.9041685999836773],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
62,0,62,0,122.46005629998399,,122.43193899997277,10,122.46005629998399,122.46005629998399,0.019444899982772768,123.96283999999287,[0.056875],[-0.0475],[1],[0],[0],[1.5117985000251792],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
63,0,63,0,123.98067560000345,,123.96496159996605,5,123.98067560000345,123.98067560000345,0.010050099983345717,125.94644979998702,[-0.294375],[0.203125],[1],[0],[0],[1.9711669000098482],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
64,0,64,0,125.98724869999569,,125.95083220000379,10,125.98724869999569,125.98724869999569,0.025756399962119758,127.31150149996392,[-0.36375],[0.015625],[1],[0],[0],[1.3351735000032932],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
65,0,65,0,127.32945799996378,,127.31365089997416,5,127.32945799996378,127.32945799996378,0.00992959999712184,128.91207439999562,[-0.109375],[0.3175],[1],[0],[0],[1.5884747999953106],['target'],718461,001,2024-10-05_14h53.16.918,Visual.Search_priyanshiAU2220101,2024.1.5,None,2024-10-05 14h53.23.690939 +0530,
